"","Protein","x"
"373","Q14790","hsa05165 hsa05200 hsa05130 hsa05169 hsa05152 hsa05203 hsa05170 hsa05163 hsa04210 hsa05016 hsa05142 hsa05168 hsa05167 hsa04625 hsa05145 hsa05010 hsa05164 hsa04621 hsa05160 hsa01524 hsa04217 hsa05161 hsa05134 hsa04932 hsa04657 hsa04668 hsa05416 hsa04620 hsa05162 hsa04215 hsa04115 hsa04622"
"374","Q14807","hsa04914"
"375","Q15008","hsa05169 hsa03050"
"376","Q15011","hsa04141"
"377","Q15067","hsa01100 hsa01200 hsa04146 hsa03320 hsa01212 hsa04024 hsa00640 hsa00071 hsa00410 hsa00592 hsa01040"
"378","Q15075","hsa04144 hsa04145 hsa05152"
"379","Q15139","hsa04015 hsa04925"
"380","Q15477","hsa03018"
"381","Q15717","hsa04152 hsa04657"
"382","Q15746","hsa04510 hsa04810 hsa04611 hsa04022 hsa04371 hsa04921 hsa04270 hsa04020 hsa04971"
"383","Q16186","hsa05169 hsa03050"
"384","Q16363","hsa04510 hsa05165 hsa05200 hsa04151 hsa05146 hsa04512 hsa05145 hsa05222 hsa05143"
"385","Q16762","hsa01100 hsa00270 hsa00920 hsa04122"
"386","Q16822","hsa01100 hsa04151 hsa04152 hsa04910 hsa04068 hsa04922 hsa04931 hsa03320 hsa00010 hsa00020 hsa04920 hsa00620 hsa04964"
"387","Q2M1P5","hsa05200 hsa04340 hsa05217"
"388","Q2M389","hsa04144"
"389","Q2TB90","hsa01100 hsa05131 hsa01200 hsa04910 hsa04066 hsa05230 hsa00010 hsa04973 hsa00052 hsa04930 hsa00500 hsa00520 hsa00051 hsa00524"
"390","Q5JTZ9","hsa00970"
"391","Q5T013","hsa01100 hsa00630"
"392","Q5T4S7","hsa05165 hsa05203"
"393","Q5UIP0","hsa04550"
"394","Q68CP9","hsa05225"
"395","Q6NVY1","hsa01100 hsa01200 hsa00640 hsa00280 hsa00410"
"396","Q6P2E9","hsa03018"
"397","Q6P2Q9","hsa03040"
"398","Q6PGP7","hsa03018"
"399","Q6YP21","hsa01100 hsa00270 hsa00380 hsa00450 hsa05204"
"400","Q7L014","hsa03040"
"401","Q7L5N7","hsa01100 hsa00565 hsa00564"
"402","Q7L7X3","hsa04010"
"403","Q7Z3C6","hsa04140 hsa04137 hsa04136"
"404","Q7Z406","hsa04810 hsa04530 hsa05130"
"405","Q7Z6Z7","hsa04120"
"406","Q86XP3","hsa03040"
"407","Q8IUD2","hsa04064"
"408","Q8IVT5","hsa05152 hsa04014 hsa04625"
"409","Q8IWA0","hsa03008"
"410","Q8N1F7","hsa03013"
"411","Q8NFF5","hsa01100 hsa00740"
"412","Q8NFW8","hsa01100 hsa00520"
"413","Q8TAT6","hsa04141"
"414","Q8TCJ2","hsa01100 hsa04141 hsa00510 hsa00513"
"415","Q8TDP1","hsa03030"
"416","Q8TED0","hsa03008"
"417","Q8TEM1","hsa03013"
"418","Q8TEQ6","hsa03013"
"419","Q8WUX9","hsa04144 hsa04217"
"420","Q8WWI1","hsa04520"
"421","Q8WYJ6","hsa05100"
"422","Q92621","hsa03013"
"423","Q92797","hsa04530 hsa03015"
"424","Q92820","hsa01523 hsa00790"
"425","Q93009","hsa05169 hsa05203 hsa04068"
"426","Q93063","hsa01100 hsa00534"
"427","Q93099","hsa01100 hsa00350"
"428","Q93100","hsa04910 hsa04922 hsa04020"
"429","Q969N2","hsa01100 hsa00563"
"430","Q96C23","hsa01100 hsa00010 hsa00052"
"431","Q96CV9","hsa04137"
"432","Q96EB6","hsa01100 hsa05206 hsa04152 hsa04068 hsa04922 hsa04218 hsa04213 hsa04211 hsa00760 hsa05031"
"433","Q96HN2","hsa01100 hsa00270"
"434","Q96KN2","hsa01100 hsa00330 hsa00410 hsa00340"
"435","Q96NE9","hsa04390 hsa04392"
"436","Q96QK1","hsa04144"
"437","Q96RR4","hsa04152 hsa04921 hsa04140 hsa04211 hsa05034 hsa04920"
"438","Q99460","hsa05169 hsa03050"
"439","Q99487","hsa01100 hsa00565"
"440","Q99683","hsa04141 hsa04530 hsa04010 hsa04210 hsa04714 hsa05418 hsa04071 hsa01524 hsa04932 hsa04722 hsa04668 hsa05014"
"441","Q99715","hsa04974"
"442","Q99816","hsa04144"
"443","Q9BPU6","hsa04360"
"444","Q9BRX2","hsa03015"
"445","Q9BW27","hsa03013"
"446","Q9BXK5","hsa05134 hsa04137"
"447","Q9BZE4","hsa03008"
"448","Q9BZL6","hsa04015 hsa04925"
"449","Q9C0C9","hsa04120"
"450","Q9H074","hsa03013"
"451","Q9H089","hsa03008"
"452","Q9H0N5","hsa01100 hsa00790"
"453","Q9H0R6","hsa01100 hsa00970"
"454","Q9H1A4","hsa04120 hsa05166 hsa04110 hsa04114 hsa04914"
"455","Q9H223","hsa04144"
"456","Q9H2U2","hsa00190"
"457","Q9H4B7","hsa05130 hsa04145 hsa04540"
"458","Q9H583","hsa03008"
"459","Q9H7Z7","hsa01100 hsa00590"
"460","Q9HAU5","hsa03013 hsa03015"
"461","Q9HBI0","hsa04510"
"462","Q9HCC0","hsa01100 hsa00280"
"463","Q9NQC3","hsa05010"
"464","Q9NR09","hsa04120 hsa04215"
"465","Q9NRY4","hsa04510 hsa04810 hsa04611 hsa04670"
"466","Q9NSC5","hsa04068 hsa04724"
"467","Q9NSD9","hsa00970"
"468","Q9NSY1","hsa05202"
"469","Q9NT62","hsa05167 hsa04140 hsa04136"
"470","Q9NTX5","hsa01100 hsa00640"
"471","Q9NU22","hsa03008"
"472","Q9NVI1","hsa03460"
"473","Q9NW13","hsa03008"
"474","Q9NXW2","hsa04141"
"475","Q9NY12","hsa03008"
"476","Q9NYU2","hsa04141"
"477","Q9NZN3","hsa04144"
"478","Q9P015","hsa03010"
"479","Q9P2E9","hsa04141"
"480","Q9P2F8","hsa04015"
"481","Q9P2I0","hsa03015"
"482","Q9P2M7","hsa04530"
"483","Q9UDY2","hsa04530 hsa05110"
"484","Q9UDY8","hsa05131 hsa05152 hsa04625 hsa04660 hsa04662 hsa04064"
"485","Q9UHP3","hsa04657"
"486","Q9UHX1","hsa03040"
"487","Q9UJF2","hsa04014"
"488","Q9UJX3","hsa04120 hsa05166 hsa04110 hsa04114 hsa04914"
"489","Q9UJX5","hsa04120 hsa05166 hsa04110 hsa04114 hsa04914"
"490","Q9UKX7","hsa03013"
"491","Q9ULD0","hsa01100 hsa01200 hsa00020"
"492","Q9ULH1","hsa04144 hsa04666"
"493","Q9ULZ3","hsa05130 hsa05131 hsa05133 hsa05132 hsa04625 hsa05164 hsa05135 hsa04621 hsa04217 hsa05134 hsa04623"
"494","Q9UM54","hsa05130"
"495","Q9UNX4","hsa03008"
"496","Q9UNZ2","hsa04141"
"497","Q9UQB8","hsa04810 hsa05130 hsa05135 hsa04520"
"498","Q9UQE7","hsa04110 hsa04114"
"499","Q9UQL6","hsa05206 hsa05203 hsa04371 hsa05034"
"500","Q9Y243","hsa04510 hsa05165 hsa05200 hsa04151 hsa05131 hsa05205 hsa04611 hsa05169 hsa05152 hsa04010 hsa05170 hsa05166 hsa04152 hsa04015 hsa04910 hsa04014 hsa05163 hsa04915 hsa04210 hsa04150 hsa04068 hsa04666 hsa04922 hsa04022 hsa05142 hsa05168 hsa04919 hsa05418 hsa05167 hsa04625 hsa05145 hsa04066 hsa05164 hsa05222 hsa05135 hsa05215 hsa04371 hsa04914 hsa04935 hsa04072 hsa04071 hsa04062 hsa04660 hsa04931 hsa05225 hsa04933 hsa05230 hsa04140 hsa04218 hsa04380 hsa05160 hsa01524 hsa05161 hsa04024 hsa04662 hsa04012 hsa01521 hsa05235 hsa04213 hsa04932 hsa05226 hsa04722 hsa04211 hsa04926 hsa05214 hsa05210 hsa04668 hsa04728 hsa04620 hsa04973 hsa01522 hsa05221 hsa05212 hsa04920 hsa04370 hsa04664 hsa05223 hsa04917 hsa05231 hsa05162 hsa05224 hsa05213 hsa04929 hsa05220 hsa04261 hsa04630 hsa05211 hsa04550 hsa04725 hsa05218 hsa04923"
"501","Q9Y285","hsa00970"
"502","Q9Y2A7","hsa04810 hsa05130"
"503","Q9Y2G5","hsa00514"
"504","Q9Y315","hsa01100 hsa00030"
"505","Q9Y376","hsa04152 hsa04150"
"506","Q9Y3Z3","hsa05170"
"507","Q9Y490","hsa04510 hsa05131 hsa04611 hsa05166 hsa04015"
"508","Q9Y4A5","hsa05166"
"509","Q9Y4G6","hsa04510 hsa05131 hsa04611 hsa05166 hsa04015"
"510","Q9Y4L1","hsa04141"
"511","Q9Y5K6","hsa05100"
"512","Q9Y617","hsa01100 hsa01200 hsa01230 hsa00270 hsa00260 hsa00750"
"513","Q9Y6D5","hsa04144"
"514","Q9Y6D6","hsa04144"
"515","Q9Y6K9","hsa05165 hsa05200 hsa04151 hsa05130 hsa05131 hsa05169 hsa05203 hsa04010 hsa05170 hsa05166 hsa04014 hsa05163 hsa04210 hsa05142 hsa05168 hsa05418 hsa05167 hsa04625 hsa05145 hsa05164 hsa05222 hsa05135 hsa05215 hsa04062 hsa04660 hsa04621 hsa04380 hsa05160 hsa05161 hsa04662 hsa05235 hsa04657 hsa04064 hsa04668 hsa04620 hsa04659 hsa05221 hsa05212 hsa04920 hsa05120 hsa05162 hsa05220 hsa04658 hsa04623 hsa01523 hsa05340 hsa04622"
"516","Q9Y6M9","hsa01100 hsa05016 hsa04714 hsa05010 hsa00190 hsa04932 hsa05012 hsa04723"
"518","Q99943","hsa00561 hsa00564 hsa01100 hsa04975"
"519","O15120","hsa00561 hsa00564 hsa01100 hsa04975"
"520","Q9NRZ7","hsa00561 hsa00564 hsa01100"
"521","Q9NRZ5","hsa00561 hsa00564 hsa01100"
"522","Q9NUQ2","hsa00561 hsa00564 hsa01100"
"523","Q4AC99",""
"524","Q96QU6",""
"525","P09543",""
"526","P00973","hsa05160 hsa05162 hsa05164 hsa05168"
"527","P29728","hsa05160 hsa05162 hsa05164 hsa05168"
"528","Q9Y6K5","hsa05160 hsa05162 hsa05164 hsa05168"
"529","Q15646",""
"530","O43598",""
"531","Q16698",""
"532","Q9NUI1","hsa04146"
"533","Q96SZ5","hsa00430 hsa01100"
"534","Q9UJ83","hsa04146"
"535","Q8N543",""
"536","Q6N063",""
"537","Q6PK18",""
"538","Q8TE99",""
"539","Q15392","hsa00100 hsa01100"
"540","O95861","hsa00920 hsa01100 hsa01130"
"543","P04035","hsa00900 hsa01100 hsa01130 hsa04152 hsa04976"
"544","Q01581","hsa00072 hsa00280 hsa00650 hsa00900 hsa01100 hsa01130"
"545","P54868","hsa00072 hsa00280 hsa00650 hsa00900 hsa01100 hsa01130"
"546","B0YJ81","hsa00062 hsa01040 hsa01212"
"547","Q6Y1H2","hsa00062 hsa01040 hsa01212"
"548","Q9P035","hsa00062 hsa01040 hsa01212"
"549","Q5VWC8","hsa00062 hsa01040 hsa01212"
"550","P46952","hsa00380 hsa01100"
"551","Q02338","hsa00072 hsa00650 hsa01100"
"552","Q9BUT1","hsa00072 hsa00650 hsa01100"
"553","P31937","hsa00280 hsa01100"
"555","Q8TB92","hsa00072 hsa00280 hsa00650 hsa01100 hsa04146"
"556","P35914","hsa00072 hsa00280 hsa00650 hsa01100 hsa04146"
"557","Q06136","hsa00600 hsa01100"
"558","P55809","hsa00072 hsa00280 hsa00650"
"559","Q9BYC2","hsa00072 hsa00280 hsa00650"
"560","Q9NWU1","hsa00061 hsa00780 hsa01100 hsa01212"
"561","O15530, Q6A1A2","hsa03320 hsa04068 hsa04071 hsa04150 hsa04151 hsa04152 hsa04510 hsa04660 hsa04664 hsa04722 hsa04910 hsa04919 hsa04931 hsa04960 hsa05145 hsa05160 hsa05205 hsa05213 hsa05215 hsa05223 hsa05231"
"562","P80404","hsa00250 hsa00280 hsa00410 hsa00640 hsa00650 hsa01100 hsa04727"
"563","Q86XE5","hsa00330 hsa00630 hsa01100"
"564","Q96IR7",""
"565","P32754","hsa00130 hsa00350 hsa00360 hsa01100"
"566","Q8TCD5","hsa00230 hsa00240 hsa00760 hsa01100"
"567","Q9NPB1","hsa00230 hsa00240 hsa00760 hsa01100"
"568","Q8IZH2","hsa03008 hsa03018"
"569","Q9H0D6","hsa03008 hsa03018"
"570","P13196","hsa00260 hsa00860 hsa01100"
"571","P22557","hsa00260 hsa00860 hsa01100"
"572","Q5TFE4",""
"573","Q9H857",""
"574","Q86UY8",""
"575","Q86YG4",""
"576","P21589","hsa00230 hsa00240 hsa00760 hsa01100"
"577","Q9BXI3","hsa00230 hsa00240 hsa00760 hsa01100"
"578","Q96P26","hsa00230 hsa00240 hsa00760 hsa01100"
"579","P49902","hsa00230 hsa00240 hsa00760 hsa01100"
"580","Q9H0P0","hsa00230 hsa00240 hsa00760 hsa01100"
"581","Q969T7","hsa00230 hsa00240 hsa00760 hsa01100"
"582","P49914","hsa00670 hsa01100"
"583","P31939","hsa00230 hsa00670 hsa01100 hsa01130"
"584","Q9H6S1","hsa04622"
"585","Q96FZ2",""
"586","P08908","hsa04024 hsa04080 hsa04726"
"587","P28222","hsa04024 hsa04080 hsa04726"
"588","P28221","hsa04024 hsa04080 hsa04726"
"589","P28566","hsa04024 hsa04080 hsa04726"
"590","P30939","hsa04024 hsa04080 hsa04726"
"591","P28223","hsa04020 hsa04080 hsa04540 hsa04726 hsa04750"
"592","P41595","hsa04020 hsa04080 hsa04540 hsa04726 hsa04750"
"593","P28335","hsa04020 hsa04080 hsa04540 hsa04726 hsa04750"
"594","P46098","hsa04726"
"595","O95264","hsa04726"
"596","Q8WXA8","hsa04726"
"597","Q70Z44","hsa04726"
"598","A5X5Y0","hsa04726"
"599","Q13639","hsa04020 hsa04024 hsa04080 hsa04726"
"600","P47898","hsa04020 hsa04080 hsa04726"
"601","P50406","hsa04020 hsa04024 hsa04080 hsa04726"
"602","P34969","hsa04014 hsa04020 hsa04080 hsa04726"
"603","Q9UBK8",""
"604","Q99707","hsa00270 hsa00450 hsa00670 hsa01100 hsa01230"
"605","O14841","hsa00480"
"606","Q8IUZ5","hsa00310 hsa01100"
"607","P16118","hsa00051 hsa04152 hsa04922"
"608","O60825","hsa00051 hsa04152 hsa04919"
"609","Q16875","hsa00051 hsa04066 hsa04152"
"610","Q16877","hsa00051 hsa04152"
"611","O95336","hsa00030 hsa01100 hsa01130 hsa01200"
"612","Q03393","hsa00790 hsa01100"
"613","Q9UBM7","hsa00100 hsa01100"
"614","O15527","hsa03410"
"615","P10398","hsa04012 hsa04068 hsa04270 hsa04650 hsa04720 hsa04726 hsa04730 hsa04810 hsa04910 hsa04914 hsa05034 hsa05160 hsa05200 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223"
"616","P0CW23",""
"617","Q92667",""
"618","O43572",""
"619","Q9UKA4",""
"620","Q02952",""
"622","Q86UN6",""
"623","Q02040",""
"624","Q9Y2D5",""
"625","O75969",""
"626","Q5JQC9",""
"627","P24588",""
"628","Q13023",""
"629","Q9P0M2, O43687",""
"630","Q9ULX6",""
"631","O43823",""
"632","Q99996",""
"633","Q9NQ31",""
"634","Q9Y312",""
"635","A0A1B0GWK0",""
"636","Q7Z7G0",""
"637","Q9P2A4",""
"638","P00519","hsa04012 hsa04014 hsa04110 hsa04360 hsa04722 hsa05130 hsa05131 hsa05200 hsa05206 hsa05220 hsa05416"
"640","P16442","hsa00601 hsa01100"
"641","Q9P1F3",""
"642","O15204",""
"643","O14672","hsa05010 hsa05120"
"644","O75078",""
"645","O43184",""
"646","Q13444",""
"647","P78536","hsa04330 hsa05010 hsa05120"
"648","Q9Y3Q7",""
"649","Q9H013",""
"650","Q99965",""
"651","O43506",""
"652","Q9UKJ8",""
"653","Q9P0K1",""
"654","O75077",""
"655","Q9UKQ2",""
"656","Q9UKF5",""
"657","Q9UKF2",""
"658","Q8TC27",""
"659","Q9BZ11",""
"660","Q6NVV9",""
"661","Q9H2U9",""
"662","P78325",""
"663","Q13443",""
"664","Q9UHI8",""
"665","Q9H324",""
"666","P58397",""
"667","Q76LX8",""
"668","Q8WXS8",""
"669","Q8TE58",""
"670","Q8TE57",""
"671","Q8TE56",""
"672","Q8TE60",""
"673","Q8TE59",""
"674","O95450",""
"675","P59510",""
"676","O15072",""
"677","O75173",""
"678","Q9UNA0",""
"679","Q9UKP5",""
"680","Q9UKP4",""
"681","Q9UP79",""
"682","Q9P2N4",""
"683","Q8N6G6",""
"684","Q86TH1",""
"685","P82987",""
"686","Q6UY14",""
"687","Q6ZMM2",""
"688","Q5T5F5",""
"689","A8MUL3",""
"690","P41586","hsa04024 hsa04080 hsa04713 hsa04911 hsa04924"
"691","Q6IQ32",""
"692","P86434",""
"693","Q9BRR6","hsa00010 hsa01100 hsa01130 hsa01200"
"694","P84077","hsa04144 hsa05110 hsa05134"
"695","P61204","hsa04144"
"696","P18085",""
"697","P84085","hsa04144"
"698","P62330","hsa04014 hsa04144 hsa04666"
"699","Q8N6T3","hsa04144"
"700","Q8N6H7","hsa04144"
"701","Q9NP61","hsa04144"
"704","P53367",""
"705","P53365",""
"706","P40616",""
"707","Q8N8L6",""
"708","Q969Q4",""
"709","Q5H913",""
"710","Q3SXY8",""
"711","P0DKL9",""
"712","Q8N8R7",""
"713","Q8N4G2",""
"714","Q9NXU5",""
"715","Q0P5N6",""
"716","Q8IVW1",""
"717","Q9Y2Y0",""
"718","P36404",""
"719","P36405",""
"720","P40617",""
"721","P56559",""
"722","P49703",""
"723","Q9Y689",""
"724","Q96KC2",""
"725","A6NH57",""
"726","Q15041",""
"727","Q66PJ3",""
"728","O75915",""
"729","Q8N6S5",""
"730","Q9H0F7",""
"731","Q96BM9",""
"732","Q9NVJ2",""
"733","Q6T311",""
"734","Q13795",""
"735","Q3LIE5","hsa00230 hsa00564"
"736","P54922",""
"737","Q8NDY3",""
"738","Q9NX46",""
"739","P52961",""
"740","Q13508",""
"741","Q93070",""
"742","Q96L15",""
"743","Q8IUX7",""
"744","Q6ZN18",""
"745","P51825","hsa05202"
"746","P51816",""
"747","P51826",""
"748","Q9UHB7",""
"749","Q9Y6Z5",""
"750","Q9Y4W6",""
"751","Q9H0P7",""
"752","Q719I0",""
"753","Q8IVF2",""
"754","Q09666",""
"755","Q5T1N1",""
"756","Q9H8T0",""
"757","P31749","hsa04010 hsa04012 hsa04014 hsa04015 hsa04022 hsa04024 hsa04062 hsa04066 hsa04068 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04261 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04722 hsa04725 hsa04728 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04920 hsa04922 hsa04923 hsa04931 hsa04932 hsa04973 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231"
"758","P31751","hsa04010 hsa04012 hsa04014 hsa04015 hsa04022 hsa04024 hsa04062 hsa04066 hsa04068 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04261 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04722 hsa04725 hsa04728 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04920 hsa04922 hsa04923 hsa04931 hsa04932 hsa04973 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231"
"760","Q96B36","hsa04150 hsa04152"
"761","C9J202",""
"762","Q6GMV1",""
"763","Q9BT22","hsa00510 hsa01100"
"764","Q5BKT4","hsa00510 hsa01100"
"765","Q5I7T1","hsa00510 hsa01100"
"766","Q2TAA5","hsa00510 hsa01100"
"767","Q9BV10","hsa00510 hsa01100"
"768","Q9NP73","hsa00510 hsa01100"
"769","Q96F25","hsa00510 hsa01100"
"770","Q9H553","hsa00510 hsa01100"
"771","Q92685","hsa00510 hsa01100"
"772","Q9Y673","hsa00510 hsa01100"
"773","Q9Y672","hsa00510 hsa01100"
"774","Q9BVK2","hsa00510 hsa01100"
"775","Q9H6U8","hsa00510 hsa01100"
"776","Q8TCU4",""
"777","Q60I27",""
"778","Q96Q42","hsa05014"
"779","Q15699",""
"780","O95076",""
"781","Q9H161",""
"782","Q6DCA0",""
"783","Q9HCJ1",""
"784","Q2M2I8",""
"785","Q96GX9","hsa00270 hsa01100"
"786","Q8NCL9",""
"787","Q8J025",""
"788","Q5JTC6",""
"789","Q8N7J2",""
"790","Q8N944",""
"791","P25054","hsa04310 hsa04390 hsa04550 hsa04810 hsa05166 hsa05200 hsa05206 hsa05210 hsa05213 hsa05217"
"792","O95996","hsa04310 hsa04390 hsa04550 hsa04810 hsa05166 hsa05200 hsa05206 hsa05210 hsa05213 hsa05217"
"793","Q9NQ94",""
"794","Q5TH69",""
"795","Q96IT6",""
"796","P61163",""
"797","P42025",""
"798","P61160",""
"799","Q9P1U1",""
"800","P61158",""
"801","Q9C0K3",""
"802","Q9H9F9",""
"803","Q9GZN1",""
"804","Q9H981",""
"805","Q9H2J1",""
"806","Q9H2C2",""
"807","Q495Z4",""
"808","Q9NR48","hsa00310"
"809","Q9UBL3",""
"810","Q9BZE9","hsa05202"
"811","Q5TGY3",""
"812","Q8WYP5",""
"813","Q7Z591",""
"815","Q8NFD5",""
"817","Q99856",""
"818","Q8IVW6",""
"819","A6NKF2",""
"820","P29374",""
"821","Q4LE39",""
"822","Q03989",""
"823","Q14865",""
"824","Q86WG3",""
"825","O43313",""
"827","O95477","hsa02010 hsa04975"
"828","Q8WWZ4","hsa02010"
"829","Q4W5N1",""
"830","Q86UK0","hsa02010"
"831","Q86UQ4","hsa02010"
"832","Q9BZC7","hsa02010 hsa04142"
"833","Q99758","hsa02010"
"834","P78363","hsa02010"
"835","Q8WWZ7","hsa02010"
"836","Q8N139","hsa02010"
"837","Q8IZY2","hsa02010"
"838","O94911","hsa02010"
"839","Q8IUA7","hsa02010"
"841","Q9NRK6","hsa02010"
"842","O95342","hsa02010 hsa04976"
"843","P21439","hsa02010 hsa04976"
"844","Q2M3G0","hsa02010"
"845","Q9NP58","hsa02010"
"846","O75027","hsa02010"
"847","Q9NUT2","hsa02010"
"848","Q9NP78","hsa02010 hsa04142"
"849","P33527","hsa02010 hsa04071 hsa04977 hsa05206"
"850","Q5T3U5","hsa02010"
"851","Q96J66","hsa02010"
"852","Q96J65","hsa02010"
"853","Q92887","hsa02010 hsa04976"
"854","O15438","hsa02010 hsa04976"
"855","O15439","hsa02010 hsa04024 hsa04976"
"856","O15440","hsa02010"
"857","O95255","hsa02010"
"858","Q09428","hsa02010 hsa04911 hsa04930"
"859","O60706","hsa02010"
"860","P33897","hsa02010 hsa04146"
"861","Q9UBJ2","hsa02010 hsa04146"
"863","O14678","hsa02010 hsa04146"
"864","P61221",""
"865","Q8NE71",""
"866","Q9UG63",""
"867","Q9NUQ8",""
"868","P45844","hsa02010"
"869","Q9UNQ0","hsa02010 hsa04976"
"870","Q9H172","hsa02010"
"871","Q9H222","hsa02010 hsa04975 hsa04976"
"872","Q9H221","hsa02010 hsa04975 hsa04976"
"873","P53396","hsa00020 hsa01100 hsa01130"
"874","P00846","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"875","P03928","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"876","Q5TC12",""
"877","Q8N5M1",""
"878","P48047","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"880","P06576","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"881","P30049","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"882","Q5VTU8",""
"883","P56381","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"884","P36542","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"885","P24539","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"886","P05496","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"887","Q06055","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"888","P48201","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"889","O75947","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"890","P56385","hsa00190 hsa01100"
"891","P56134","hsa00190 hsa01100"
"892","P18859","hsa00190 hsa01100 hsa05010 hsa05012 hsa05016"
"893","O75964","hsa00190 hsa01100"
"894","Q7Z4Y8",""
"895","Q99766",""
"896","Q9UPW5",""
"897","Q96MI9",""
"898","Q5U5Z8",""
"899","Q8NEM8",""
"900","Q5VU57",""
"901","Q8NDL9",""
"902","Q6ZP68",""
"903","Q5TC04",""
"904","Q9Y6H3",""
"905","Q9NW81",""
"906","Q9HD20",""
"907","Q9NQ11",""
"908","Q9H7F0",""
"909","Q4VNC1",""
"910","Q4VNC0",""
"911","Q93050","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05323"
"912","Q9Y487","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05323"
"913","Q9HBG4","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05323"
"914","Q99437","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa05110 hsa05120 hsa05152 hsa05323"
"915","P27449","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05323"
"917","Q8N8Y2","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05203 hsa05323"
"918","O15342","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"919","Q8NHE4","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"921","P15313","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"922","P21281","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"923","P21283","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"924","Q8NEY4","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"925","Q9Y5K8","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"927","Q96A05","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"928","Q16864","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"929","O75348","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"930","O95670","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"931","Q96LB4","hsa00190 hsa01100 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05323"
"932","Q9UI12","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa05110 hsa05120 hsa05152 hsa05323"
"933","Q52LC2",""
"934","Q15904","hsa00190 hsa01100 hsa04142 hsa04145 hsa05110 hsa05120 hsa05152 hsa05161 hsa05323"
"935","O75787","hsa04614"
"936","P20648","hsa00190 hsa04966 hsa04971"
